Harvard_L04_S06_0|The wrist was badly strained and hung limp.
Harvard_L04_S07_0|The stray cat gave birth to kittens.
Harvard_L04_S08_0|The young girl gave no clear response.
Harvard_L04_S09_0|The meal was cooked before the bell rang.
Harvard_L04_S10_0|What joy there is in living.
Harvard_L05_S01_0|A king ruled the state in the early days.
Harvard_L05_S02_0|The ship was torn apart on the sharp reef.
Harvard_L05_S03_0|Sickness kept him home the third week.
Harvard_L05_S04_0|The wide road shimmered in the hot sun.
Harvard_L05_S05_0|The lazy cow lay in the cool grass.
Harvard_L05_S06_0|Lift the square stone over the fence.
Harvard_L05_S07_0|The rope will bind the seven books at once.
Harvard_L05_S08_0|Hop over the fence and plunge in.
Harvard_L05_S09_0|The friendly gang left the drug store.
Harvard_L05_S10_0|Mesh wire keeps chicks inside.
Harvard_L06_S01_0|The frosty air passed through the coat.
Harvard_L06_S02_0|The crooked maze failed to fool the mouse.
Harvard_L06_S03_0|Adding fast leads to wrong sums.
Harvard_L06_S04_0|The show was a flop from the very start.
Harvard_L06_S05_0|A saw is a tool used for making boards.
Harvard_L06_S06_0|The wagon moved on well oiled wheels.
Harvard_L06_S07_0|March the soldiers past the next hill.
Harvard_L06_S08_0|A cup of sugar makes sweet fudge.
Harvard_L06_S09_0|Place a rosebush near the porch steps.
Harvard_L06_S10_0|Both lost their lives in the raging storm.
Harvard_L07_S01_0|We talked of the slide show in the circus.
Harvard_L07_S02_0|Use a pencil to write the first draft.
Harvard_L07_S03_0|He ran half way to the hardware store.
Harvard_L07_S04_0|The clock struck to mark the third period.
Harvard_L07_S05_0|A small creek cut across the field.
Harvard_L07_S06_0|Cars and busses stalled in snow drifts.
Harvard_L07_S07_0|The set of china hit, the floor with a crash.
Harvard_L07_S08_0|This is a grand season for hikes on the road.
Harvard_L07_S09_0|The dune rose from the edge of the water.
Harvard_L07_S10_0|Those words were the cue for the actor to leave.
Harvard_L08_S01_0|A yacht slid around the point into the bay.
Harvard_L08_S02_0|The two met while playing on the sand.
Harvard_L08_S03_0|The ink stain dried on the finished page.
Harvard_L08_S04_0|The walled town was seized without a fight.
Harvard_L08_S05_0|The lease ran out in sixteen weeks.
Harvard_L08_S06_0|A tame squirrel makes a nice pet.
Harvard_L08_S07_0|The horn of the car woke the sleeping cop.
Harvard_L08_S08_0|The heart beat strongly and with firm strokes.
Harvard_L08_S09_0|The pearl was worn in a thin silver ring.
Harvard_L08_S10_0|The fruit peel was cut in thick slices.
Harvard_L09_S01_0|The Navy attacked the big task force.
Harvard_L09_S02_0|See the cat glaring at the scared mouse.
Harvard_L09_S03_0|There are more than two factors here.
Harvard_L09_S04_0|The hat brim was wide and too droopy.
Harvard_L09_S05_0|The lawyer tried to lose his case.
Harvard_L09_S06_0|The grass curled around the fence post.
Harvard_L09_S07_0|Cut the pie into large parts.
Harvard_L09_S08_0|Men strive but seldom get rich.
Harvard_L09_S09_0|Always close the barn door tight.
Harvard_L09_S10_0|He lay prone and hardly moved a limb.
Harvard_L10_S01_0|The slush lay deep along the street.
Harvard_L10_S02_0|A wisp of cloud hung in the blue air.
Harvard_L10_S03_0|A pound of sugar costs more than eggs.
Harvard_L10_S04_0|The fin was sharp and cut the clear water.
Harvard_L10_S05_0|The play seems dull and quite stupid.
Harvard_L10_S06_0|Bail the boat, to stop it from sinking.
Harvard_L10_S07_0|The term ended in late June that year.
Harvard_L10_S08_0|A tusk is used to make costly gifts.
Harvard_L10_S09_0|Ten pins were set in order.
Harvard_L10_S10_0|The bill as paid every third week.
Harvard_L11_S01_0|Oak is strong and also gives shade.
Harvard_L11_S02_0|Cats and dogs each hate the other.
Harvard_L11_S03_0|The pipe began to rust while new.
Harvard_L11_S04_0|Open the crate but don't break the glass.
Harvard_L11_S05_0|Add the sum to the product of these three.
Harvard_L11_S06_0|Thieves who rob friends deserve jail.
Harvard_L11_S07_0|The ripe taste of cheese improves with age.
Harvard_L11_S08_0|Act on these orders with great speed.
Harvard_L11_S09_0|The hog crawled under the high fence.
Harvard_L11_S10_0|Move the vat over the hot fire.
Harvard_L12_S01_0|The bark of the pine tree was shiny and dark.
Harvard_L12_S02_0|Leaves turn brown and yellow in the fall.
Harvard_L12_S03_0|The pennant waved when the wind blew.
Harvard_L12_S04_0|Split the log with a quick, sharp blow.
Harvard_L12_S05_0|Burn peat after the logs give out.
Harvard_L12_S06_0|He ordered peach pie with ice cream.
Harvard_L12_S07_0|Weave the carpet on the right hand side.
Harvard_L12_S08_0|Hemp is a weed found in parts of the tropics.
Harvard_L12_S09_0|A lame back kept his score low.
Harvard_L12_S10_0|We find joy in the simplest things.
Harvard_L13_S01_0|Type out three lists of orders.
Harvard_L13_S02_0|The harder he tried the less he got done.
Harvard_L13_S03_0|The boss ran the show with a watchful eye.
Harvard_L13_S04_0|The cup cracked and spilled its contents.
Harvard_L13_S05_0|Paste can cleanse the most dirty brass.
Harvard_L13_S06_0|The slang word for raw whiskey is booze.
Harvard_L13_S07_0|It caught its hind paw in a rusty trap.
Harvard_L13_S08_0|The wharf could be seen at the farther shore.
Harvard_L13_S09_0|Feel the heat of the weak dying flame.
Harvard_L13_S10_0|The tiny girl took off her hat.
Harvard_L14_S01_0|A cramp is no small danger on a swim.
Harvard_L14_S02_0|He said the same phrase thirty times.
Harvard_L14_S03_0|Pluck the bright rose without leaves.
Harvard_L14_S04_0|Two plus seven is less than ten.
Harvard_L14_S05_0|The glow deepened in the eyes of the sweet girl.
Harvard_L14_S06_0|Bring your problems to the wise chief.
Harvard_L14_S07_0|Write a fond note to the friend you cherish.
Harvard_L14_S08_0|Clothes and lodging are free to new men.
Harvard_L14_S09_0|We frown when events take a bad turn.
Harvard_L14_S10_0|Port is a strong wine with s smoky taste.
Harvard_L15_S01_0|The young kid jumped the rusty gate.
Harvard_L15_S02_0|Guess the results from the first scores.
Harvard_L15_S03_0|A salt pickle tastes fine with ham.
Harvard_L15_S04_0|The just claim got the right verdict.
Harvard_L15_S05_0|These thistles bend in a high wind.
Harvard_L15_S06_0|Pure bred poodles have curls.
Harvard_L15_S07_0|The tree top waved in a graceful way.
Harvard_L15_S08_0|The spot on the blotter was made by green ink.
Harvard_L15_S09_0|Mud was spattered on the front of his white shirt.
Harvard_L15_S10_0|The cigar burned a hole in the desk top.
Harvard_L16_S01_0|The empty flask stood on the tin tray.
Harvard_L16_S02_0|A speedy man can beat this track mark.
Harvard_L16_S03_0|He broke a new shoelace that day.
Harvard_L16_S04_0|The coffee stand is too high for the couch.
Harvard_L16_S05_0|The urge to write short stories is rare.
Harvard_L16_S06_0|The pencils have all been used.
Harvard_L16_S07_0|The pirates seized the crew of the lost ship.
Harvard_L16_S08_0|We tried to replace the coin but failed.
Harvard_L16_S09_0|She sewed the torn coat quite neatly.
Harvard_L16_S10_0|The sofa cushion is red and of light weight.
Harvard_L17_S01_0|The jacket hung on the back of the wide chair.
Harvard_L17_S02_0|At that high level the air is pure.
Harvard_L17_S03_0|Drop the two when you add the figures.
Harvard_L17_S04_0|A filing case is now hard to buy.
Harvard_L17_S05_0|An abrupt start does not win the prize.
Harvard_L17_S06_0|Wood is best for making toys and blocks.
Harvard_L17_S07_0|The office paint was a dull sad tan.
Harvard_L17_S08_0|He knew the skill of the great young actress.
Harvard_L17_S09_0|A rag will soak up spilled water.
Harvard_L17_S10_0|A shower of dirt fell from the hot pipes.
Harvard_L18_S01_0|Steam hissed from the broken valve.
Harvard_L18_S02_0|The child almost hurt the small dog.
Harvard_L18_S03_0|There was a sound of dry leaves outside.
Harvard_L18_S04_0|The sky that morning was clear and bright blue.
Harvard_L18_S05_0|Torn scraps littered the stone floor.
Harvard_L18_S06_0|Sunday is the best part of the week.
Harvard_L18_S07_0|The doctor cured him with these pills.
Harvard_L18_S08_0|The new girl was fired today at noon.
Harvard_L18_S09_0|They felt gay when the ship arrived in port.
Harvard_L18_S10_0|Add the store's account to the last cent.
Harvard_L19_S01_0|Acid burns holes in wool cloth.
Harvard_L19_S02_0|Fairy tales should be fun to write.
Harvard_L19_S03_0|Eight miles of woodland burned to waste.
Harvard_L19_S04_0|The third act was dull and tired the players.
Harvard_L19_S05_0|A young child should not suffer fright.
Harvard_L19_S06_0|Add the column and put the sum here.
Harvard_L19_S07_0|We admire and love a good cook.
Harvard_L19_S08_0|There the flood mark is ten inches.
Harvard_L19_S09_0|He carved a head from the round block of marble.
Harvard_L19_S10_0|She has st smart way of wearing clothes.
Harvard_L20_S01_0|The fruit of a fig tree is apple-shaped.
Harvard_L20_S02_0|Corn cobs can be used to kindle a fire.
Harvard_L20_S03_0|Where were they when the noise started.
Harvard_L20_S04_0|The paper box is full of thumb tacks.
Harvard_L20_S05_0|Sell your gift to a buyer at a good gain.
Harvard_L20_S06_0|The tongs lay beside the ice pail.
Harvard_L20_S07_0|The petals fall with the next puff of wind.
Harvard_L20_S08_0|Bring your best compass to the third class.
Harvard_L20_S09_0|They could laugh although they were sad.
Harvard_L20_S10_0|Farmers came in to thresh the oat crop.
Harvard_L21_S01_0|The brown house was on fire to the attic.
Harvard_L21_S02_0|The lure is used to catch trout and flounder.
Harvard_L21_S03_0|Float the soap on top of the bath water.
Harvard_L21_S04_0|A blue crane is a tall wading bird.
Harvard_L21_S05_0|A fresh start will work such wonders.
Harvard_L21_S06_0|The club rented the rink for the fifth night.
Harvard_L21_S07_0|After the dance they went straight home.
Harvard_L21_S08_0|The hostess taught the new maid to serve.
Harvard_L21_S09_0|He wrote his last novel there at the inn.
Harvard_L21_S10_0|Even the worst will beat his low score.
Harvard_L22_S01_0|The cement had dried when he moved it.
Harvard_L22_S02_0|The loss of the second ship was hard to take.
Harvard_L22_S03_0|The fly made its way along the wall.
Harvard_L22_S04_0|Do that with a wooden stick.
Harvard_L22_S05_0|Lire wires should be kept covered.
Harvard_L22_S06_0|The large house had hot water taps.
Harvard_L22_S07_0|It is hard to erase blue or red ink.
Harvard_L22_S08_0|Write at once or you may forget it.
Harvard_L22_S09_0|The doorknob was made of bright clean brass.
Harvard_L22_S10_0|The wreck occurred by the bank on Main Street.
Harvard_L23_S01_0|A pencil with black lead writes best.
Harvard_L23_S02_0|Coax a young calf to drink from a bucket.
Harvard_L23_S03_0|Schools for ladies teach charm and grace.
Harvard_L23_S04_0|The lamp shone with a steady green flame.
Harvard_L23_S05_0|They took the axe and the saw to the forest.
Harvard_L23_S06_0|The ancient coin was quite dull and worn.
Harvard_L23_S07_0|The shaky barn fell with a loud crash.
Harvard_L23_S08_0|Jazz and swing fans like fast music.
Harvard_L23_S09_0|Rake the rubbish up and then burn it.
Harvard_L23_S10_0|Slash the gold cloth into fine ribbons.
Harvard_L24_S01_0|Try to have the court decide the case.
Harvard_L24_S02_0|They are pushed back each time they attack.
Harvard_L24_S03_0|He broke his ties with groups of former friends.
Harvard_L24_S04_0|They floated on the raft to sun their white backs.
Harvard_L24_S05_0|The map had an X that meant nothing.
Harvard_L24_S06_0|Whitings are small fish caught in nets.
Harvard_L24_S07_0|Some ads serve to cheat buyers.
Harvard_L24_S08_0|Jerk the rope and the bell rings weakly.
Harvard_L24_S09_0|A waxed floor makes us lose balance.
Harvard_L24_S10_0|Madam, this is the best brand of corn.
Harvard_L25_S01_0|On the islands the sea breeze is soft and mild.
Harvard_L25_S02_0|The play began as soon as we sat down.
Harvard_L25_S03_0|This will lead the world to more sound and fury
Harvard_L25_S04_0|Add salt before you fry the egg.
Harvard_L25_S05_0|The rush for funds reached its peak Tuesday.
Harvard_L25_S06_0|The birch looked stark white and lonesome.
Harvard_L25_S07_0|The box is held by a bright red snapper.
Harvard_L25_S08_0|To make pure ice, you freeze water.
Harvard_L25_S09_0|The first worm gets snapped early.
Harvard_L25_S10_0|Jump the fence and hurry up the bank.
Harvard_L26_S01_0|Yell and clap as the curtain slides back.
Harvard_L26_S02_0|They are men nho walk the middle of the road.
Harvard_L26_S03_0|Both brothers wear the same size.
Harvard_L26_S04_0|In some forin or other we need fun.
Harvard_L26_S05_0|The prince ordered his head chopped off.
Harvard_L26_S06_0|The houses are built of red clay bricks.
Harvard_L26_S07_0|Ducks fly north but lack a compass.
Harvard_L26_S08_0|Fruit flavors are used in fizz drinks.
Harvard_L26_S09_0|These pills do less good than others.
Harvard_L26_S10_0|Canned pears lack full flavor.
Harvard_L27_S01_0|The dark pot hung in the front closet.
Harvard_L27_S02_0|Carry the pail to the wall and spill it there.
Harvard_L27_S03_0|The train brought our hero to the big town.
Harvard_L27_S04_0|We are sure that one war is enough.
Harvard_L27_S05_0|Gray paint stretched for miles around.
Harvard_L27_S06_0|The rude laugh filled the empty room.
Harvard_L27_S07_0|High seats are best for football fans.
Harvard_L27_S08_0|Tea served from the brown jug is tasty.
Harvard_L27_S09_0|A dash of pepper spoils beef stew.
Harvard_L27_S10_0|A zestful food is the hot-cross bun.
Harvard_L28_S01_0|The horse trotted around the field at a brisk pace.
Harvard_L28_S02_0|Find the twin who stole the pearl necklace.
Harvard_L28_S03_0|Cut the cord that binds the box tightly.
Harvard_L28_S04_0|The red tape bound the smuggled food.
Harvard_L28_S05_0|Look in the corner to find the tan shirt.
Harvard_L28_S06_0|The cold drizzle will halt the bond drive.
Harvard_L28_S07_0|Nine men were hired to dig the ruins.
Harvard_L28_S08_0|The junk yard had a mouldy smell.
Harvard_L28_S09_0|The flint sputtered and lit a pine torch.
Harvard_L28_S10_0|Soak the cloth and drown the sharp odor.
Harvard_L29_S01_0|The shelves were bare of both jam or crackers.
Harvard_L29_S02_0|A joy to every child is the swan boat.
Harvard_L29_S03_0|All sat frozen and watched the screen.
Harvard_L29_S04_0|ii cloud of dust stung his tender eyes.
Harvard_L29_S05_0|To reach the end he needs much courage.
Harvard_L29_S06_0|Shape the clay gently into block form.
Harvard_L29_S07_0|The ridge on a smooth surface is a bump or flaw.
Harvard_L29_S08_0|Hedge apples may stain your hands green.
Harvard_L29_S09_0|Quench your thirst, then eat the crackers.
Harvard_L29_S10_0|Tight curls get limp on rainy days.
Harvard_L30_S01_0|The mute muffled the high tones of the horn.
Harvard_L30_S02_0|The gold ring fits only a pierced ear.
Harvard_L30_S03_0|The old pan was covered with hard fudge.
Harvard_L30_S04_0|Watch the log float in the wide river.
Harvard_L30_S05_0|The node on the stalk of wheat grew daily.
Harvard_L30_S06_0|The heap of fallen leaves was set on fire.
Harvard_L30_S07_0|Write fast, if you want to finish early.
Harvard_L30_S08_0|His shirt was clean but one button was gone.
Harvard_L30_S09_0|The barrel of beer was a brew of malt and hops.
Harvard_L30_S10_0|Tin cans are absent from store shelves.
Harvard_L31_S01_0|Slide the box into that empty space.
Harvard_L31_S02_0|The plant grew large and green in the window.
Harvard_L31_S03_0|The beam dropped down on the workmen's head.
Harvard_L31_S04_0|Pink clouds floated JTith the breeze.
Harvard_L31_S05_0|She danced like a swan, tall and graceful.
Harvard_L31_S06_0|The tube was blown and the tire flat and useless.
Harvard_L31_S07_0|It is late morning on the old wall clock.
Harvard_L31_S08_0|Let's all join as we sing the last chorus.
Harvard_L31_S09_0|The last switch cannot be turned off.
Harvard_L31_S10_0|The fight will end in just six minutes.
Harvard_L32_S01_0|The store walls were lined with colored frocks.
Harvard_L32_S02_0|The peace league met to discuss their plans.
Harvard_L32_S03_0|The rise to fame of a person takes luck.
Harvard_L32_S04_0|Paper is scarce, so write with much care.
Harvard_L32_S05_0|The quick fox jumped on the sleeping cat.
Harvard_L32_S06_0|The nozzle of the fire hose was bright brass.
Harvard_L32_S07_0|Screw the round cap on as tight as needed.
Harvard_L32_S08_0|Time brings us many changes.
Harvard_L32_S09_0|The purple tie was ten years old.
Harvard_L32_S10_0|Men think and plan and sometimes act.
Harvard_L33_S01_0|Fill the ink jar with sticky glue.
Harvard_L33_S02_0|He smoke a big pipe with strong contents.
Harvard_L33_S03_0|We need grain to keep our mules healthy.
Harvard_L33_S04_0|Pack the records in a neat thin case.
Harvard_L33_S05_0|The crunch of feet in the snow was the only sound.
Harvard_L33_S06_0|The copper bowl shone in the sun's rays.
Harvard_L33_S07_0|Boards will warp unless kept dry.
Harvard_L33_S08_0|The plush chair leaned against the wall.
Harvard_L33_S09_0|Glass will clink when struck by metal.
Harvard_L33_S10_0|Bathe and relax in the cool green grass.
Harvard_L34_S01_0|Nine rows of soldiers stood in line.
Harvard_L34_S02_0|The beach is dry and shallow at low tide.
Harvard_L34_S03_0|The idea is to sew both edges straight.
Harvard_L34_S04_0|The kitten chased the dog down the street.
Harvard_L34_S05_0|Pages bound in cloth make a book.
Harvard_L34_S06_0|Try to trace the fine lines of the painting.
Harvard_L34_S07_0|Women form less than half of the group.
Harvard_L34_S08_0|The zones merge in the central part of town.
Harvard_L34_S09_0|A gem in the rough needs work to polish.
Harvard_L34_S10_0|Code is used when secrets are sent.
Harvard_L35_S01_0|Most of the new is easy for us to hear.
Harvard_L35_S02_0|He used the lathe to make brass objects.
Harvard_L35_S03_0|The vane on top of the pole revolved in the wind.
Harvard_L35_S04_0|Mince pie is a dish served to children.
Harvard_L35_S05_0|The clan gathered on each dull night.
Harvard_L35_S06_0|Let it burn, it gives us warmth and comfort.
Harvard_L35_S07_0|A castle built from sand fails to endure.
Harvard_L35_S08_0|A child's wit saved the day for us.
Harvard_L35_S09_0|Tack the strip of carpet to the worn floor.
Harvard_L35_S10_0|Next Tuesday we must vote.
Harvard_L36_S01_0|Pour the stew from the pot into the plate.
Harvard_L36_S02_0|Each penny shone like new.
Harvard_L36_S03_0|The man went to the woods to gather sticks.
Harvard_L36_S04_0|The dirt piles were lines along the road.
Harvard_L36_S05_0|The logs fell and tumbled into the clear stream.
Harvard_L36_S06_0|Just hoist it up and take it away,
Harvard_L36_S07_0|A ripe plum is fit for a king's palate.
Harvard_L36_S08_0|Our plans right now are hazy.
Harvard_L36_S09_0|Brass rings are sold by these natives.
Harvard_L36_S10_0|It takes a good trap to capture a bear.
Harvard_L37_S01_0|Feed the white mouse some flower seeds.
Harvard_L37_S02_0|The thaw came early and freed the stream.
Harvard_L37_S03_0|He took the lead and kept it the whole distance.
Harvard_L37_S04_0|The key you designed will fit the lock.
Harvard_L37_S05_0|Plead to the council to free the poor thief.
Harvard_L37_S06_0|Better hash is made of rare beef.
Harvard_L37_S07_0|This plank was made for walking on.
Harvard_L37_S08_0|The lake sparkled in the red hot sun.
Harvard_L37_S09_0|He crawled with care along the ledge.
Harvard_L37_S10_0|Tend the sheep while the dog wanders.
Harvard_L38_S01_0|It takes a lot of help to finish these.
Harvard_L38_S02_0|Mark the spot with a sign painted red.
Harvard_L38_S03_0|Take two shares as a fair profit.
Harvard_L38_S04_0|The fur of cats goes by many names.
Harvard_L38_S05_0|North winds bring colds and fevers.
Harvard_L38_S06_0|He asks no person to vouch for him.
Harvard_L38_S07_0|Go now and come here later.
Harvard_L38_S08_0|A sash of gold silk will trim her dress.
Harvard_L38_S09_0|Soap can wash most dirt away.
Harvard_L38_S10_0|That move means the game is over.
Harvard_L39_S01_0|He wrote down a long list of items.
Harvard_L39_S02_0|A siege will crack the strong defense.
Harvard_L39_S03_0|Grape juice and water mix well.
Harvard_L39_S04_0|Roads are paved with sticky tar.
Harvard_L39_S05_0|Fake &ones shine but cost little.
Harvard_L39_S06_0|The drip of the rain made a pleasant sound.
Harvard_L39_S07_0|Smoke poured out of every crack.
Harvard_L39_S08_0|Serve the hot rum to the tired heroes.
Harvard_L39_S09_0|Much of the story makes good sense.
Harvard_L39_S10_0|The sun came up to light the eastern sky.
Harvard_L40_S01_0|Heave the line over the port side.
Harvard_L40_S02_0|A lathe cuts and trims any wood.
Harvard_L40_S03_0|It's a dense crowd in two distinct ways.
Harvard_L40_S04_0|His hip struck the knee of the next player.
Harvard_L40_S05_0|The stale smell of old beer lingers.
Harvard_L40_S06_0|The desk was firm on the shaky floor.
Harvard_L40_S07_0|It takes heat to bring out the odor.
Harvard_L40_S08_0|Beef is scarcer than some lamb.
Harvard_L40_S09_0|Raise the sail and steer the ship northward.
Harvard_L40_S10_0|The cone costs five cents on Mondays.
Harvard_L41_S01_0|A pod is what peas always grow in.
Harvard_L41_S02_0|Jerk the dart from the cork target.
Harvard_L41_S03_0|No cement will hold hard wood.
Harvard_L41_S04_0|We now have a new base for shipping.
Harvard_L41_S05_0|The list of names is carved around the base.
Harvard_L41_S06_0|The sheep were led home by a dog.
Harvard_L41_S07_0|Three for a dime, the young peddler cried.
Harvard_L41_S08_0|The sense of smell is better than that of touch.
Harvard_L41_S09_0|No hardship seemed to keep him sad.
Harvard_L41_S10_0|Grace makes up for lack of beauty.
Harvard_L42_S01_0|Nudge gently but wake her now.
Harvard_L42_S02_0|The news struck doubt into restless minds.
Harvard_L42_S03_0|Once we stood beside the shore.
Harvard_L42_S04_0|A chink in the wall allowed a draft to blow.
Harvard_L42_S05_0|Fasten two pins on each side.
Harvard_L42_S06_0|A cold dip restores health and zest.
Harvard_L42_S07_0|He takes the oath of office each March.
Harvard_L42_S08_0|The sand drifts over the sill of the old house.
Harvard_L42_S09_0|The point of the steel pen was bent and twisted.
Harvard_L42_S10_0|There is a lag between thought and act.
Harvard_L43_S01_0|Seed is needed to plant the spring corn.
Harvard_L43_S02_0|Draw the chart with heavy black lines.
Harvard_L43_S03_0|The boy owed his pal thirty cents.
Harvard_L43_S04_0|The chap slipped into the crowd and was lost.
Harvard_L43_S05_0|Hats are worn to tea and not to dinner.
Harvard_L43_S06_0|The ramp led up to the wide highway.
Harvard_L43_S07_0|Beat the dust from the rug onto the lawn.
Harvard_L43_S08_0|Say it slow!y but make it ring clear.
Harvard_L43_S09_0|The straw nest housed five robins.
Harvard_L43_S10_0|Screen the porch with woven straw mats.
Harvard_L44_S01_0|This horse will nose his way to the finish.
Harvard_L44_S02_0|The dry wax protects the deep scratch.
Harvard_L44_S03_0|He picked up the dice for a second roll.
Harvard_L44_S04_0|These coins will be needed to pay his debt.
Harvard_L44_S05_0|The nag pulled the frail cart along.
Harvard_L44_S06_0|Twist the valve and release hot steam.
Harvard_L44_S07_0|The vamp of the shoe had a gold buckle.
Harvard_L44_S08_0|The smell of burned rags itches my nose.
Harvard_L44_S09_0|Xew pants lack cuffs and pockets.
Harvard_L44_S10_0|The marsh will freeze when cold enough.
Harvard_L45_S01_0|They slice the sausage thin with a knife.
Harvard_L45_S02_0|The bloom of the rose lasts a few days.
Harvard_L45_S03_0|A gray mare walked before the colt.
Harvard_L45_S04_0|Breakfast buns are fine with a hot drink.
Harvard_L45_S05_0|Bottles hold four kinds of rum.
Harvard_L45_S06_0|The man wore a feather in his felt hat.
Harvard_L45_S07_0|He wheeled the bike past. the winding road.
Harvard_L45_S08_0|Drop the ashes on the worn old rug.
Harvard_L45_S09_0|The desk and both chairs were painted tan.
Harvard_L45_S10_0|Throw out the used paper cup and plate.
Harvard_L46_S01_0|A clean neck means a neat collar.
Harvard_L46_S02_0|The couch cover and hall drapes were blue.
Harvard_L46_S03_0|The stems of the tall glasses cracked and broke.
Harvard_L46_S04_0|The wall phone rang loud and often.
Harvard_L46_S05_0|The clothes dried on a thin wooden rack.
Harvard_L46_S06_0|Turn on the lantern which gives us light.
Harvard_L46_S07_0|The cleat sank deeply into the soft turf.
Harvard_L46_S08_0|The bills were mailed promptly on the tenth of the month.
Harvard_L46_S09_0|To have is better than to wait and hope.
Harvard_L46_S10_0|The price is fair for a good antique clock.
Harvard_L47_S01_0|The music played on while they talked.
Harvard_L47_S02_0|Dispense with a vest on a day like this.
Harvard_L47_S03_0|The bunch of grapes was pressed into wine.
Harvard_L47_S04_0|He sent the figs, but kept the ripe cherries.
Harvard_L47_S05_0|The hinge on the door creaked with old age.
Harvard_L47_S06_0|The screen before the fire kept in the sparks.
Harvard_L47_S07_0|Fly by night, and you waste little time.
Harvard_L47_S08_0|Thick glasses helped him read the print.
Harvard_L47_S09_0|Birth and death mark the limits of life.
Harvard_L47_S10_0|The chair looked strong but had no bottom.
Harvard_L48_S01_0|The kite flew wildly in the high wind.
Harvard_L48_S02_0|A fur muff is stylish once more.
Harvard_L48_S03_0|The tin box held priceless stones.
Harvard_L48_S04_0|We need an end of all such matter.
Harvard_L48_S05_0|The case was puzzling to the old and wise.
Harvard_L48_S06_0|The bright lanterns were gay on the dark lawn.
Harvard_L48_S07_0|We don't get much money but we have fun.
Harvard_L48_S08_0|The youth drove with zest, but little skill.
Harvard_L48_S09_0|Five years he lived with a shaggy dog.
Harvard_L48_S10_0|A fence cuts through the corner lot.
Harvard_L49_S01_0|The way to save money is not to spend much.
Harvard_L49_S02_0|Shut the hatch before the waves push it in.
Harvard_L49_S03_0|The odor of spring makes young hearts jump.
Harvard_L49_S04_0|Crack the walnut with your sharp side teeth.
Harvard_L49_S05_0|He offered proof in the form of a lsrge chart.
Harvard_L49_S06_0|Send the stuff in a thick paper bag.
Harvard_L49_S07_0|A quart of milk is water for the most part.
Harvard_L49_S08_0|They told wild tales to frighten him.
Harvard_L49_S09_0|The three story house was built of stone.
Harvard_L49_S10_0|In the rear of the ground floor was a large passage.
Harvard_L50_S01_0|A man in a blue sweater sat at the desk.
Harvard_L50_S02_0|Oats are a food eaten by horse and man.
Harvard_L50_S03_0|Their eyelids droop for want. of sleep.
Harvard_L50_S04_0|The sip of tea revives his tired friend.
Harvard_L50_S05_0|There are many ways to do these things.
Harvard_L50_S06_0|Tuck the sheet under the edge of the mat.
Harvard_L50_S07_0|A force equal to that would move the earth.
Harvard_L50_S08_0|We like to see clear weather.
Harvard_L50_S09_0|The work of the tailor is seen on each side.
Harvard_L50_S10_0|Take a chance and win a china doll.
Harvard_L51_S01_0|Shake the dust from your shoes, stranger.
Harvard_L51_S02_0|She was kind to sick old people.
Harvard_L51_S03_0|The dusty bench stood by the stone wall.
Harvard_L51_S04_0|The square wooden crate was packed to be shipped.
Harvard_L51_S05_0|We dress to suit the weather of most days.
Harvard_L51_S06_0|Smile when you say nasty words.
